Date,Product_ID,Product_Name,Category,Unit_Price,Quantity_Sold,Total_Sales,Customer_ID,First_Name,Last_Name,Payment_Type
2024-05-11,MQc-427411,Makeup Kit,Health & Beauty,78.02,6,468.12,CUST-689554,Jessica,Ramos,Cash
2024-05-11,MnZ-116096,Video Game,Toys & Games,57.63,5,288.15,CUST-200871,Lisa,Ramsey,Debit Card
2024-05-11,SBn-321234,T-shirt,Clothing,26.66,3,79.98,CUST-896897,Timothy,Reid,Credit Card
2024-05-11,KVa-403083,Action Figure,Toys & Games,78.25,5,391.25,CUST-999741,Tammy,Bennett,Credit Card
2024-05-11,JkK-221988,Board Game,Toys & Games,56.18,8,449.44,CUST-461825,Tammie,Middleton,Debit Card
2024-05-11,rGy-194560,Shampoo,Health & Beauty,13.62,8,108.96,CUST-430983,Michael,Reyes,Credit Card
2024-05-11,Ncl-376799,Headphones,Electronics,146.81,8,1174.48,CUST-200110,Katie,Diaz,Cash
2024-05-11,hwh-314188,Science Fiction,Books,22.55,1,22.55,CUST-780872,Veronica,Dillon,Cash
2024-05-11,IzB-814891,Headphones,Electronics,271.66,1,271.66,CUST-243705,Abigail,Bradshaw,Cash
2024-05-11,OoY-152185,History,Books,46.61,7,326.27,CUST-263310,Kathryn,Cruz,Cash
2024-05-11,Mqb-109518,Video Game,Toys & Games,54.27,1,54.27,CUST-654780,Jack,Fritz,Cash
2024-05-11,imr-117566,Sneakers,Clothing,133.38,1,133.38,CUST-877206,Christopher,Page,Online Payment
2024-05-11,qKg-050227,Shampoo,Health & Beauty,27.7,1,27.7,CUST-824398,Victor,Scott,Debit Card
2024-05-11,UCE-115750,Skin Cream,Health & Beauty,15.15,5,75.75,CUST-858932,Michael,Torres,Credit Card
2024-05-11,ECL-353522,History,Books,48.04,8,384.32,CUST-185916,Patty,Martinez,Debit Card
2024-05-11,ZyH-039604,Blanket,Home & Garden,46.93,2,93.86,CUST-549677,Stephanie,Ewing,Debit Card
2024-05-11,pCI-898028,Cushion,Home & Garden,25.81,4,103.24,CUST-975161,Edwin,Whitney,Cash
2024-05-11,SbR-053575,Headphones,Electronics,275.02,3,825.06,CUST-240808,Kristin,Jackson,Credit Card
2024-05-11,GGL-399751,Lamp,Home & Garden,79.82,9,718.38,CUST-007265,Jessica,Patterson,Online Payment
2024-05-11,KdJ-506332,Science Fiction,Books,12.62,2,25.24,CUST-678709,William,Richardson,Credit Card
2024-05-11,hgv-944332,History,Books,33.64,6,201.84,CUST-233038,Gary,Bridges,Online Payment
2024-05-11,IJX-848581,Camera,Electronics,837.53,9,7537.77,CUST-861884,Erin,Lee,Debit Card
2024-05-11,Qog-195740,Board Game,Toys & Games,26.4,2,52.8,CUST-285778,Jeremiah,Smith,Debit Card
2024-05-11,hbZ-924463,Novel,Books,12.18,3,36.54,CUST-358853,Jose,Vance,Online Payment
2024-05-11,Qrp-041461,Lamp,Home & Garden,131.51,5,657.55,CUST-355677,Ryan,Taylor,Debit Card
2024-05-11,myS-590489,Perfume,Health & Beauty,169.46,4,677.84,CUST-763794,Victor,Phelps,Credit Card
2024-05-11,oyV-529601,Lamp,Home & Garden,78.39,1,78.39,CUST-047559,Arthur,Kelly,Debit Card
2024-05-11,bHQ-128146,History,Books,41.12,4,164.48,CUST-687019,Ryan,Terrell,Credit Card
2024-05-11,ZAN-538728,Sneakers,Clothing,69.28,4,277.12,CUST-990909,Amber,Terry,Cash
2024-05-11,rXv-975841,Blanket,Home & Garden,54.19,3,162.57,CUST-608450,Robin,Gonzalez,Debit Card
2024-05-11,IiD-033193,Jeans,Clothing,75.42,2,150.84,CUST-594778,Kelly,Burnett,Online Payment
2024-05-11,ADq-702198,Perfume,Health & Beauty,122.03,7,854.21,CUST-029143,Lisa,Kelly,Credit Card
2024-05-11,zox-756877,Chair,Home & Garden,108.34,2,216.68,CUST-039751,Colton,Ferrell,Credit Card
2024-05-11,mIc-316231,Puzzle,Toys & Games,46.66,5,233.3,CUST-795077,Tanya,Montoya,Debit Card
