Date,Product_ID,Product_Name,Category,Unit_Price,Quantity_Sold,Total_Sales,Customer_ID,First_Name,Last_Name,Payment_Type
2024-05-12,xiz-469570,Puzzle,Toys & Games,30.12,7,210.84,CUST-340499,Earl,Robinson,Online Payment
2024-05-12,YvF-511601,Headphones,Electronics,156.38,7,1094.66,CUST-131939,Brandy,Davenport,Online Payment
2024-05-12,mQo-341884,T-shirt,Clothing,17.19,8,137.52,CUST-612239,Natasha,Sheppard,Debit Card
2024-05-12,RXb-182366,Jeans,Clothing,57.8,4,231.2,CUST-245958,Brett,Robinson,Credit Card
2024-05-12,vjn-359916,Video Game,Toys & Games,58.51,5,292.55,CUST-914810,Leonard,Bryant,Cash
2024-05-12,ygU-948980,Makeup Kit,Health & Beauty,88.67,4,354.68,CUST-790767,David,King,Cash
2024-05-12,Yxn-788262,Puzzle,Toys & Games,37.53,6,225.18,CUST-980441,Kimberly,Mcdaniel,Online Payment
2024-05-12,XkK-518381,Camera,Electronics,869.4,6,5216.4,CUST-752966,Joseph,Torres,Credit Card
2024-05-12,GDB-000917,Skin Cream,Health & Beauty,52.97,2,105.94,CUST-305842,John,Evans,Debit Card
2024-05-12,VPy-521562,Perfume,Health & Beauty,92.81,7,649.67,CUST-847790,Hailey,Horne,Cash
2024-05-12,BLj-031436,Smartphone,Electronics,239.5,8,1916.0,CUST-281825,James,Roberts,Credit Card
2024-05-12,rtT-503096,T-shirt,Clothing,27.72,4,110.88,CUST-206805,Mark,Nichols,Cash
2024-05-12,vLx-811609,Laptop,Electronics,909.41,3,2728.23,CUST-410861,Joseph,Miller,Debit Card
2024-05-12,lHj-582067,Action Figure,Toys & Games,81.59,3,244.77,CUST-389347,Lauren,Holmes,Debit Card
2024-05-12,nVU-591855,Laptop,Electronics,1001.85,6,6011.1,CUST-664987,Robert,Johnson,Cash
2024-05-12,rIJ-580064,Novel,Books,26.49,2,52.98,CUST-706008,Johnny,Underwood,Online Payment
2024-05-12,EZm-762753,Headphones,Electronics,101.87,6,611.22,CUST-813566,Joshua,Lopez,Credit Card
2024-05-12,xAW-338899,Lamp,Home & Garden,33.4,7,233.8,CUST-213851,Lauren,Bennett,Debit Card
2024-05-12,CwS-533639,Makeup Kit,Health & Beauty,35.44,2,70.88,CUST-116935,Ashley,Caldwell,Debit Card
2024-05-12,XXI-857486,Video Game,Toys & Games,50.48,6,302.88,CUST-276390,Brenda,Smith,Cash
2024-05-12,Clu-499893,History,Books,20.28,2,40.56,CUST-739143,Paul,Norris,Cash
2024-05-12,jic-220031,Shampoo,Health & Beauty,15.95,5,79.75,CUST-621388,Kathleen,Gray,Cash
2024-05-12,ceH-294844,Headphones,Electronics,282.09,2,564.18,CUST-827990,Stephen,Ruiz,Debit Card
2024-05-12,OLQ-344899,Board Game,Toys & Games,38.87,4,155.48,CUST-781528,Matthew,Collier,Cash
2024-05-12,Ahp-439102,Lamp,Home & Garden,95.83,3,287.49,CUST-087066,Elizabeth,Shah,Credit Card
2024-05-12,Fen-730308,Makeup Kit,Health & Beauty,90.61,7,634.27,CUST-685157,Kim,Green,Credit Card
2024-05-12,Hlr-584455,History,Books,37.94,5,189.7,CUST-993853,Laura,Edwards,Debit Card
2024-05-12,rYZ-674440,Blanket,Home & Garden,47.79,1,47.79,CUST-003451,Sarah,Gomez,Online Payment
2024-05-12,jFf-733485,Blanket,Home & Garden,52.97,7,370.79,CUST-814237,James,Bauer,Cash
2024-05-12,pHz-864177,Shampoo,Health & Beauty,26.01,5,130.05,CUST-918086,Megan,Huff,Online Payment
2024-05-12,ddN-430997,Dress,Clothing,70.75,2,141.5,CUST-517053,Melvin,Brown,Debit Card
2024-05-12,ZRh-855084,Shampoo,Health & Beauty,33.54,7,234.78,CUST-347521,Jonathon,Conway,Cash
2024-05-12,QOg-075608,Video Game,Toys & Games,57.43,8,459.44,CUST-690072,Wendy,Stewart,Online Payment
2024-05-12,RIA-148477,Dress,Clothing,97.88,6,587.28,CUST-233956,Bryan,Chavez,Credit Card
2024-05-12,YEY-484918,Shampoo,Health & Beauty,7.8,8,62.4,CUST-151065,Larry,Barber,Online Payment
2024-05-12,qim-591722,Chair,Home & Garden,39.44,1,39.44,CUST-627556,Jonathan,Arias,Cash
2024-05-12,ydf-925567,History,Books,23.81,8,190.48,CUST-181595,Valerie,Gonzalez,Credit Card
2024-05-12,cxC-730196,Shampoo,Health & Beauty,37.5,2,75.0,CUST-029695,Brian,Stewart,Debit Card
2024-05-12,WXN-280417,Lamp,Home & Garden,32.16,7,225.12,CUST-346016,Jonathan,Phelps,Online Payment
2024-05-12,Yee-203274,Sneakers,Clothing,141.42,2,282.84,CUST-353321,Crystal,Villegas,Credit Card
2024-05-12,zaN-810875,Perfume,Health & Beauty,100.48,9,904.32,CUST-588964,Jesse,Harrison,Credit Card
2024-05-12,uce-055736,Camera,Electronics,1230.66,9,11075.94,CUST-884806,Meghan,Chaney,Online Payment
2024-05-12,xzr-476792,Makeup Kit,Health & Beauty,32.59,2,65.18,CUST-324821,Paul,Benson,Debit Card
2024-05-12,jZe-340022,Makeup Kit,Health & Beauty,52.96,1,52.96,CUST-350255,Jennifer,Jackson,Cash
2024-05-12,wep-914280,Chair,Home & Garden,46.94,5,234.7,CUST-002383,Wanda,Garcia,Cash
2024-05-12,oiB-665946,Novel,Books,12.08,4,48.32,CUST-138467,Heather,Stewart,Debit Card
2024-05-12,mHY-674789,Skin Cream,Health & Beauty,11.14,3,33.42,CUST-553738,Pamela,Sellers,Online Payment
2024-05-12,Owb-615290,Board Game,Toys & Games,52.12,4,208.48,CUST-554459,Anthony,Simpson,Credit Card
2024-05-12,irC-237488,Jeans,Clothing,27.63,1,27.63,CUST-377559,Bailey,Johnson,Online Payment
2024-05-12,RXq-970184,Laptop,Electronics,1934.42,3,5803.26,CUST-073732,Sheila,Young,Debit Card
2024-05-12,NLO-100678,Video Game,Toys & Games,58.2,7,407.4,CUST-305429,Juan,Hodge,Credit Card
2024-05-12,WTV-428383,Makeup Kit,Health & Beauty,67.79,2,135.58,CUST-226282,Anthony,Simpson,Cash
2024-05-12,phZ-843345,Chair,Home & Garden,138.94,2,277.88,CUST-625924,Dawn,Cross,Credit Card
2024-05-12,CMr-505907,Laptop,Electronics,1806.44,4,7225.76,CUST-496015,David,Smith,Credit Card
2024-05-12,sHL-515480,T-shirt,Clothing,32.22,7,225.54,CUST-112717,Christine,Perez,Cash
2024-05-12,zzQ-700729,Dress,Clothing,49.69,6,298.14,CUST-489619,Amy,Griffin,Online Payment
2024-05-12,rST-646977,Video Game,Toys & Games,59.4,9,534.6,CUST-948254,Kathleen,Williams,Credit Card
2024-05-12,AAY-327797,Cushion,Home & Garden,6.93,8,55.44,CUST-078490,Sarah,Walker,Cash
2024-05-12,ijA-613942,Camera,Electronics,508.24,4,2032.96,CUST-423054,Christopher,Lopez,Online Payment
2024-05-12,SxZ-984749,Perfume,Health & Beauty,176.18,2,352.36,CUST-857765,Anna,Clark,Cash
2024-05-12,FMr-823592,History,Books,47.67,1,47.67,CUST-907277,Wendy,Sanchez,Online Payment
2024-05-12,pcn-662257,Puzzle,Toys & Games,42.54,9,382.86,CUST-385424,Amanda,Hunt,Debit Card
2024-05-12,DwS-871831,History,Books,35.14,4,140.56,CUST-030592,Adam,Collins,Credit Card
2024-05-12,irh-844538,History,Books,20.21,1,20.21,CUST-871180,Vicki,Banks,Debit Card
2024-05-12,qgW-243891,Science Fiction,Books,24.61,7,172.27,CUST-094093,Sherri,Schneider,Online Payment
2024-05-12,fBo-624078,Puzzle,Toys & Games,26.64,9,239.76,CUST-075973,Mark,Ortiz,Online Payment
2024-05-12,RKk-001546,Laptop,Electronics,1977.96,1,1977.96,CUST-263023,Christine,Johnson,Online Payment
2024-05-12,UuA-158930,Action Figure,Toys & Games,138.55,4,554.2,CUST-683322,Darren,Sanders,Credit Card
2024-05-12,qCM-586198,Skin Cream,Health & Beauty,43.81,5,219.05,CUST-995582,Heidi,Moore,Online Payment
2024-05-12,rJG-289365,Board Game,Toys & Games,52.5,1,52.5,CUST-727715,David,Brown,Online Payment
2024-05-12,KAO-909595,Jeans,Clothing,77.01,2,154.02,CUST-562497,Nathan,Mullen,Cash
2024-05-12,PTr-210237,Skin Cream,Health & Beauty,31.53,1,31.53,CUST-303247,Deborah,Warren,Cash
2024-05-12,qCa-461053,Puzzle,Toys & Games,18.86,5,94.3,CUST-463493,Joseph,Wallace,Debit Card
2024-05-12,EOz-832744,Skin Cream,Health & Beauty,35.5,5,177.5,CUST-174543,Jacob,Brown,Online Payment
2024-05-12,fFA-285619,Action Figure,Toys & Games,136.03,9,1224.27,CUST-755809,Amber,Ortiz,Credit Card
2024-05-12,CZr-032462,Puzzle,Toys & Games,21.18,2,42.36,CUST-360225,Kyle,Mann,Cash
2024-05-12,yPw-441861,Science Fiction,Books,14.35,5,71.75,CUST-877392,Edward,Singleton,Credit Card
2024-05-12,VlJ-786635,Video Game,Toys & Games,59.79,7,418.53,CUST-197481,Elizabeth,Hensley,Debit Card
2024-05-12,FdL-233265,Video Game,Toys & Games,53.06,2,106.12,CUST-363086,Ian,Hardy,Credit Card
2024-05-12,YDe-859635,Board Game,Toys & Games,27.26,9,245.34,CUST-804552,Donna,Shannon,Credit Card
2024-05-12,JHX-480590,Laptop,Electronics,1855.7,9,16701.3,CUST-428013,Anthony,Mckenzie,Debit Card
2024-05-12,UEm-190195,Cushion,Home & Garden,17.62,1,17.62,CUST-998551,Juan,Douglas,Credit Card
2024-05-12,Lol-098202,Skin Cream,Health & Beauty,25.35,5,126.75,CUST-086643,Shannon,Escobar,Online Payment
2024-05-12,Hxm-689852,History,Books,36.76,6,220.56,CUST-201392,Christian,Willis,Cash
2024-05-12,aZm-605741,Cushion,Home & Garden,32.84,5,164.2,CUST-332636,Christine,Yang,Online Payment
2024-05-12,Ftn-037147,Camera,Electronics,1357.97,4,5431.88,CUST-309556,Keith,Wolf,Cash
2024-05-12,WVr-587293,T-shirt,Clothing,30.74,2,61.48,CUST-287235,Joseph,Goodwin,Credit Card
2024-05-12,iPN-694034,Puzzle,Toys & Games,5.4,2,10.8,CUST-803950,Joseph,Scott,Debit Card
2024-05-12,mdM-317225,Makeup Kit,Health & Beauty,73.12,5,365.6,CUST-867905,Michael,Villarreal,Cash
2024-05-12,YSg-219999,Action Figure,Toys & Games,67.89,7,475.23,CUST-933626,Brittany,Peters,Credit Card
2024-05-12,uWy-511660,Puzzle,Toys & Games,12.65,3,37.95,CUST-189446,Suzanne,Sanders,Cash
2024-05-12,FMr-743277,Headphones,Electronics,242.74,9,2184.66,CUST-232174,Zachary,Smith,Credit Card
2024-05-12,Ple-907905,Blanket,Home & Garden,61.34,7,429.38,CUST-324923,Tracy,Smith,Credit Card
2024-05-12,mms-134446,Perfume,Health & Beauty,125.09,3,375.27,CUST-597552,Elizabeth,Martinez,Online Payment
2024-05-12,Ihj-410266,Blanket,Home & Garden,89.94,2,179.88,CUST-774501,Jeffrey,Rogers,Cash
2024-05-12,NNM-466692,Laptop,Electronics,564.37,9,5079.33,CUST-488325,William,Odom,Debit Card
2024-05-12,bWV-903363,Smartphone,Electronics,890.26,3,2670.78,CUST-863907,Alexander,Cervantes,Credit Card
2024-05-12,WFa-703423,T-shirt,Clothing,47.21,7,330.47,CUST-390161,Jon,Murray,Cash
2024-05-12,sHP-050452,T-shirt,Clothing,14.26,6,85.56,CUST-447457,Adam,Anderson,Debit Card
2024-05-12,FJs-406474,Jeans,Clothing,47.55,7,332.85,CUST-235539,Christopher,Thompson,Online Payment
2024-05-12,dqH-140139,Board Game,Toys & Games,27.43,9,246.87,CUST-970146,Elizabeth,Mason,Debit Card
2024-05-12,qHv-754206,History,Books,32.49,4,129.96,CUST-675841,Lisa,Howell,Online Payment
2024-05-12,dGP-980737,Biography,Books,27.19,6,163.14,CUST-843143,Amanda,Mann,Credit Card
2024-05-12,IuC-982395,Skin Cream,Health & Beauty,51.34,8,410.72,CUST-242052,Andrew,Johnson,Online Payment
2024-05-12,rGl-052599,Puzzle,Toys & Games,45.61,2,91.22,CUST-010099,Hailey,Buchanan,Credit Card
2024-05-12,lfV-461597,Camera,Electronics,1227.05,2,2454.1,CUST-107707,Laura,Moore,Credit Card
2024-05-12,MNP-403566,Dress,Clothing,158.26,8,1266.08,CUST-721268,Dawn,Davis,Online Payment
2024-05-12,JzE-405896,T-shirt,Clothing,47.66,1,47.66,CUST-063297,Robin,Durham,Cash
2024-05-12,QOF-790584,Novel,Books,21.28,8,170.24,CUST-940921,Duane,Baird,Online Payment
2024-05-12,nHn-266112,Perfume,Health & Beauty,125.87,6,755.22,CUST-340957,Joshua,Bullock,Credit Card
2024-05-12,fmq-977909,Shampoo,Health & Beauty,9.45,2,18.9,CUST-297050,Susan,Taylor,Debit Card
2024-05-12,dwr-820394,Lamp,Home & Garden,130.3,2,260.6,CUST-062587,Danielle,Miller,Cash
2024-05-12,rzK-857453,History,Books,32.38,8,259.04,CUST-284029,Robert,Taylor,Cash
2024-05-12,qDj-462495,Blanket,Home & Garden,22.56,6,135.36,CUST-819823,Nicole,Hodges,Cash
2024-05-12,WnU-109401,Action Figure,Toys & Games,68.43,3,205.29,CUST-726728,Katrina,Cooper,Credit Card
2024-05-12,uSf-741597,Cushion,Home & Garden,19.38,5,96.9,CUST-391637,Kelli,Clark,Credit Card
2024-05-12,sry-562020,Chair,Home & Garden,43.09,4,172.36,CUST-993120,Frederick,Mcdaniel,Cash
2024-05-12,CuS-111581,Action Figure,Toys & Games,90.14,1,90.14,CUST-838959,Charles,Russell,Online Payment
2024-05-12,cnq-017666,Lamp,Home & Garden,48.41,5,242.05,CUST-021707,Jared,Graves,Debit Card
2024-05-12,uNb-660712,Sneakers,Clothing,224.76,5,1123.8,CUST-884827,Megan,Martin,Debit Card
2024-05-12,JeT-994179,Dress,Clothing,145.56,6,873.36,CUST-536543,Kelsey,Porter,Online Payment
2024-05-12,fLp-953339,Jeans,Clothing,67.46,1,67.46,CUST-742677,Francisco,Lam,Cash
2024-05-12,Sif-205363,Laptop,Electronics,1086.88,9,9781.92,CUST-828644,Justin,Wolf,Online Payment
2024-05-12,avf-882405,Lamp,Home & Garden,140.47,4,561.88,CUST-507753,Suzanne,Barker,Credit Card
2024-05-12,UrT-172763,Makeup Kit,Health & Beauty,90.03,4,360.12,CUST-849514,Lynn,Castaneda,Credit Card
2024-05-12,MQp-729320,Headphones,Electronics,101.53,8,812.24,CUST-751544,Jasmine,Fisher,Debit Card
2024-05-12,guR-475336,Biography,Books,30.24,2,60.48,CUST-346242,Valerie,Stevens,Online Payment
2024-05-12,TLm-658623,Lamp,Home & Garden,65.8,1,65.8,CUST-806131,Jeffrey,Stewart,Debit Card
2024-05-12,wKh-847346,Cushion,Home & Garden,43.6,2,87.2,CUST-120599,Susan,Thompson,Cash
2024-05-12,JFQ-901603,Headphones,Electronics,104.26,7,729.82,CUST-603660,Rachel,Perez,Online Payment
2024-05-12,jRf-911145,T-shirt,Clothing,23.44,9,210.96,CUST-902095,Megan,Brown,Cash
2024-05-12,POW-444277,Cushion,Home & Garden,25.77,1,25.77,CUST-817045,Tiffany,Acevedo,Credit Card
2024-05-12,RhV-244598,Laptop,Electronics,1442.45,3,4327.35,CUST-964245,Natasha,Williams,Debit Card
2024-05-12,yYU-553207,Chair,Home & Garden,135.92,3,407.76,CUST-279436,Victor,Ferguson,Online Payment
2024-05-12,lAY-939947,Camera,Electronics,490.45,8,3923.6,CUST-840776,Kerry,Lee,Cash
2024-05-12,MKq-626993,Video Game,Toys & Games,54.41,4,217.64,CUST-183913,Christine,Gay,Cash
2024-05-12,wEO-003307,Sneakers,Clothing,50.29,7,352.03,CUST-186163,Gregory,Pennington,Cash
2024-05-12,BmE-775870,Lamp,Home & Garden,44.6,9,401.4,CUST-074505,Jennifer,Nixon,Debit Card
2024-05-12,VTe-271461,Skin Cream,Health & Beauty,40.54,1,40.54,CUST-453143,Carlos,Sloan,Cash
2024-05-12,IHg-539470,Lamp,Home & Garden,108.77,1,108.77,CUST-748534,Aaron,Gonzales,Cash
2024-05-12,mcN-930450,Shampoo,Health & Beauty,46.64,6,279.84,CUST-682888,Robert,Thomas,Cash
2024-05-12,FBI-957358,Chair,Home & Garden,69.03,4,276.12,CUST-657137,Kerri,Ramirez,Online Payment
2024-05-12,TrT-716221,Skin Cream,Health & Beauty,63.17,7,442.19,CUST-729163,Charles,Gilbert,Cash
2024-05-12,czf-121681,Action Figure,Toys & Games,105.95,1,105.95,CUST-068086,Carolyn,Phillips,Credit Card
2024-05-12,XfP-211928,Makeup Kit,Health & Beauty,79.11,2,158.22,CUST-183237,Miguel,Kennedy,Credit Card
2024-05-12,RQJ-657100,Chair,Home & Garden,163.21,4,652.84,CUST-801926,Jenna,Miller,Debit Card
2024-05-12,Chd-239872,Smartphone,Electronics,788.46,5,3942.3,CUST-040776,Nichole,Evans,Cash
2024-05-12,Pkq-668196,Blanket,Home & Garden,93.9,3,281.7,CUST-228345,Cody,Dean,Credit Card
2024-05-12,CWq-127622,Video Game,Toys & Games,56.49,7,395.43,CUST-070924,Connie,Thomas,Debit Card
2024-05-12,gde-871540,Lamp,Home & Garden,138.57,1,138.57,CUST-725518,Tracy,Alexander,Debit Card
2024-05-12,CYU-625284,Lamp,Home & Garden,49.07,4,196.28,CUST-368558,Janet,Sandoval,Cash
2024-05-12,MxW-756311,Smartphone,Electronics,587.23,4,2348.92,CUST-644331,Keith,Lopez,Online Payment
2024-05-12,VCv-168309,Laptop,Electronics,1553.08,2,3106.16,CUST-264265,Steven,Roberts,Online Payment
2024-05-12,HnB-419072,Action Figure,Toys & Games,42.61,3,127.83,CUST-104188,Samantha,Franco,Online Payment
2024-05-12,JLk-113658,History,Books,23.21,4,92.84,CUST-035359,Cynthia,Singh,Credit Card
2024-05-12,NTo-766120,Dress,Clothing,101.44,8,811.52,CUST-567472,Sherri,Gonzalez,Debit Card
2024-05-12,wfr-809589,Dress,Clothing,140.49,7,983.43,CUST-802970,Natalie,Ortega,Cash
2024-05-12,zuc-664508,T-shirt,Clothing,44.64,7,312.48,CUST-945393,Luis,Wiggins,Online Payment
2024-05-12,KIb-151450,Blanket,Home & Garden,81.57,5,407.85,CUST-200527,Jeffrey,Jensen,Debit Card
2024-05-12,xrh-882228,Jeans,Clothing,77.04,4,308.16,CUST-465732,Amber,Jensen,Online Payment
2024-05-12,ahF-724986,Science Fiction,Books,21.11,9,189.99,CUST-159988,Brent,Fuller,Cash
2024-05-12,JeT-173007,Action Figure,Toys & Games,124.05,2,248.1,CUST-872311,Lindsey,Stephenson,Credit Card
2024-05-12,eGL-775301,Shampoo,Health & Beauty,33.9,4,135.6,CUST-535285,Robert,Ramirez,Debit Card
2024-05-12,gET-079965,Science Fiction,Books,22.73,7,159.11,CUST-941173,Megan,Chandler,Cash
2024-05-12,pSL-225935,Lamp,Home & Garden,124.61,4,498.44,CUST-860780,Valerie,Parker,Online Payment
2024-05-12,Raw-399146,Makeup Kit,Health & Beauty,83.05,6,498.3,CUST-371057,Heather,Oconnor,Debit Card
2024-05-12,wGT-771908,Makeup Kit,Health & Beauty,72.47,8,579.76,CUST-971254,John,Tyler,Debit Card
2024-05-12,LHz-964056,Science Fiction,Books,12.61,1,12.61,CUST-091020,Kathleen,Burgess,Cash
2024-05-12,lbu-371495,Chair,Home & Garden,83.95,6,503.7,CUST-883676,Elizabeth,Smith,Credit Card
2024-05-12,vUA-787322,Headphones,Electronics,108.9,2,217.8,CUST-226664,Cynthia,Larson,Credit Card
2024-05-12,oYd-364995,Board Game,Toys & Games,17.43,9,156.87,CUST-213683,James,Oconnor,Credit Card
2024-05-12,SkA-244406,Makeup Kit,Health & Beauty,37.39,3,112.17,CUST-523121,Jason,Fernandez,Credit Card
2024-05-12,ygq-404969,Novel,Books,19.26,3,57.78,CUST-463793,John,Joseph,Online Payment
2024-05-12,fqU-236951,Chair,Home & Garden,84.1,8,672.8,CUST-599427,Zachary,Adams,Credit Card
2024-05-12,SLx-808131,Perfume,Health & Beauty,65.84,3,197.52,CUST-280653,Antonio,Lopez,Online Payment
2024-05-12,NYR-542712,Dress,Clothing,59.23,1,59.23,CUST-075224,Max,Stout,Online Payment
2024-05-12,Fyg-626844,Biography,Books,34.1,1,34.1,CUST-956309,Cheyenne,Schmidt,Cash
2024-05-12,YTD-309384,Camera,Electronics,404.85,9,3643.65,CUST-249618,Brittany,Roberts,Credit Card
2024-05-12,pFf-129720,Board Game,Toys & Games,42.81,7,299.67,CUST-510463,Carol,Collins,Online Payment
2024-05-12,DLb-761876,Chair,Home & Garden,96.43,4,385.72,CUST-362249,Jennifer,Rodriguez,Cash
2024-05-12,ZDN-169797,Sneakers,Clothing,223.49,2,446.98,CUST-057434,Alex,Johnson,Credit Card
2024-05-12,MUm-083325,Lamp,Home & Garden,35.49,8,283.92,CUST-107728,Karen,Coleman,Credit Card
2024-05-12,Asp-331785,Skin Cream,Health & Beauty,47.17,5,235.85,CUST-921230,Sarah,Thompson,Online Payment
2024-05-12,EXy-766589,Action Figure,Toys & Games,76.59,9,689.31,CUST-480642,Melanie,Schmidt,Debit Card
2024-05-12,jzA-330856,Chair,Home & Garden,188.18,6,1129.08,CUST-663779,Kristina,Kelly,Cash
2024-05-12,CgF-665528,Blanket,Home & Garden,16.3,1,16.3,CUST-718928,Juan,Richmond,Credit Card
2024-05-12,ABp-688722,Laptop,Electronics,1406.28,9,12656.52,CUST-434751,Christina,Simmons,Debit Card
2024-05-12,CYc-045973,Dress,Clothing,91.24,7,638.68,CUST-454404,Madison,Stark,Debit Card
2024-05-12,rEI-336058,Blanket,Home & Garden,62.95,6,377.7,CUST-624186,Jacqueline,Ramirez,Cash
2024-05-12,Hke-577487,Jeans,Clothing,46.26,6,277.56,CUST-011289,Caitlyn,Hall,Debit Card
2024-05-12,RnI-112189,Video Game,Toys & Games,58.08,4,232.32,CUST-826365,Kenneth,Mitchell,Credit Card
2024-05-12,gRy-093226,Sneakers,Clothing,54.93,1,54.93,CUST-879899,Chad,Bolton,Credit Card
2024-05-12,DWf-017082,Video Game,Toys & Games,54.38,6,326.28,CUST-110379,Natasha,Holmes,Credit Card
