Date,Product_ID,Product_Name,Category,Unit_Price,Quantity_Sold,Total_Sales,Customer_ID,First_Name,Last_Name,Payment_Type
2024-05-20,BvT-054153,Makeup Kit,Health & Beauty,52.38,6,314.28,CUST-894821,Laura,Mays,Cash
2024-05-20,sBg-188179,Jeans,Clothing,44.14,5,220.7,CUST-219729,Jeremy,Wu,Cash
2024-05-20,rwS-101096,Lamp,Home & Garden,98.62,3,295.86,CUST-414663,Timothy,Wilson,Cash
2024-05-20,xeI-126337,Skin Cream,Health & Beauty,21.66,9,194.94,CUST-401422,Andre,Zimmerman,Credit Card
2024-05-20,imL-322121,Camera,Electronics,887.04,1,887.04,CUST-304271,Monica,Burns,Online Payment
2024-05-20,EiZ-087135,Jeans,Clothing,29.99,3,89.97,CUST-820594,Andrew,Ferguson,Cash
2024-05-20,CSE-804917,Dress,Clothing,41.01,2,82.02,CUST-821545,Kelly,Herrera,Debit Card
2024-05-20,zrs-455619,Jeans,Clothing,80.17,8,641.36,CUST-069326,Brandy,Harrington,Debit Card
2024-05-20,hGU-715574,Board Game,Toys & Games,57.81,3,173.43,CUST-338099,Lucas,Delgado,Online Payment
2024-05-20,JPF-189389,Video Game,Toys & Games,51.39,1,51.39,CUST-958460,Morgan,Smith,Debit Card
2024-05-20,mtm-353873,Smartphone,Electronics,474.0,9,4266.0,CUST-466362,Brad,Fowler,Cash
2024-05-20,dXH-563629,Makeup Kit,Health & Beauty,76.37,4,305.48,CUST-439282,Charles,Woods,Cash
2024-05-20,WBj-214334,Science Fiction,Books,26.2,6,157.2,CUST-141067,Richard,Fox,Cash
2024-05-20,gSF-965846,Lamp,Home & Garden,98.92,8,791.36,CUST-670776,Kimberly,Ward,Online Payment
2024-05-20,eSj-087648,Cushion,Home & Garden,25.0,4,100.0,CUST-658852,Kristin,Brown,Debit Card
2024-05-20,WaM-354523,Biography,Books,22.63,5,113.15,CUST-323193,Riley,Lloyd,Online Payment
2024-05-20,JkM-292766,Action Figure,Toys & Games,148.62,8,1188.96,CUST-401529,Edward,Jones,Credit Card
2024-05-20,sND-517863,Biography,Books,35.44,8,283.52,CUST-850025,Jeremy,Mcpherson,Online Payment
2024-05-20,gNX-829235,Laptop,Electronics,1809.39,7,12665.73,CUST-975184,Katrina,Williams,Debit Card
2024-05-20,CGo-907748,Blanket,Home & Garden,17.62,9,158.58,CUST-182318,Jonathan,Roman,Credit Card
2024-05-20,Aed-609777,Board Game,Toys & Games,58.99,2,117.98,CUST-778622,Jonathan,Ross,Online Payment
2024-05-20,Pnm-542974,Novel,Books,16.65,5,83.25,CUST-235550,Douglas,Koch,Credit Card
2024-05-20,yca-751653,Perfume,Health & Beauty,184.18,3,552.54,CUST-373289,Kimberly,Little,Credit Card
2024-05-20,pau-069592,T-shirt,Clothing,32.65,2,65.3,CUST-324036,Brandon,Lin,Debit Card
2024-05-20,czT-118008,Jeans,Clothing,50.49,8,403.92,CUST-859277,James,Hall,Online Payment
2024-05-20,kHn-325000,T-shirt,Clothing,30.01,8,240.08,CUST-954477,George,Arias,Online Payment
2024-05-20,EjL-839419,Makeup Kit,Health & Beauty,77.63,1,77.63,CUST-892916,Lindsey,Brown,Debit Card
2024-05-20,LTf-247538,T-shirt,Clothing,39.23,1,39.23,CUST-766998,Jonathan,Hendricks,Cash
2024-05-20,ehQ-832695,Biography,Books,31.4,8,251.2,CUST-613504,Miranda,Cummings,Cash
2024-05-20,NKW-266693,Jeans,Clothing,74.18,8,593.44,CUST-513556,John,Ortiz,Credit Card
2024-05-20,hTs-284113,Jeans,Clothing,67.82,8,542.56,CUST-459108,Justin,Hall,Cash
2024-05-20,pRN-871481,Lamp,Home & Garden,43.27,1,43.27,CUST-753240,Sean,Ramirez,Cash
2024-05-20,Oov-475209,Action Figure,Toys & Games,38.16,4,152.64,CUST-960103,Christina,Wilson,Online Payment
2024-05-20,zDi-211140,Video Game,Toys & Games,59.25,5,296.25,CUST-855447,Donald,Gonzalez,Debit Card
2024-05-20,blE-257282,Video Game,Toys & Games,58.6,3,175.8,CUST-637431,Tracy,Adams,Debit Card
2024-05-20,nSm-742548,T-shirt,Clothing,30.16,4,120.64,CUST-383449,Rhonda,Martin,Online Payment
2024-05-20,qEf-747908,Lamp,Home & Garden,106.01,6,636.06,CUST-313510,Jasmine,French,Cash
