Date,Product_ID,Product_Name,Category,Unit_Price,Quantity_Sold,Total_Sales,Customer_ID,First_Name,Last_Name,Payment_Type
2024-05-15,xyp-151570,Board Game,Toys & Games,50.89,4,203.56,CUST-286081,John,Luna,Debit Card
2024-05-15,lYW-598098,Video Game,Toys & Games,51.73,9,465.57,CUST-968666,Nicole,Collins,Credit Card
2024-05-15,tXU-632933,Camera,Electronics,1093.0,8,8744.0,CUST-656738,Brian,Johnson,Debit Card
2024-05-15,wbI-474803,Chair,Home & Garden,159.12,4,636.48,CUST-309590,Joseph,Camacho,Cash
2024-05-15,iMi-289527,Shampoo,Health & Beauty,19.21,3,57.63,CUST-889306,Nicholas,Potter,Debit Card
2024-05-15,KEL-922350,Puzzle,Toys & Games,24.05,2,48.1,CUST-118898,Mary,Peters,Credit Card
2024-05-15,RiK-803616,Puzzle,Toys & Games,12.05,4,48.2,CUST-638539,Daniel,Stevenson,Debit Card
2024-05-15,KBY-912910,Blanket,Home & Garden,24.15,4,96.6,CUST-056542,Joshua,Marshall,Online Payment
2024-05-15,QAL-753869,Video Game,Toys & Games,56.96,5,284.8,CUST-561162,Robert,Tran,Online Payment
2024-05-15,sDj-044385,Board Game,Toys & Games,17.59,7,123.13,CUST-417736,Dustin,Rios,Credit Card
2024-05-15,aHV-955787,Sneakers,Clothing,259.42,4,1037.68,CUST-936219,Alexandra,Martinez,Debit Card
2024-05-15,SJR-225784,Video Game,Toys & Games,55.71,7,389.97,CUST-087006,Jared,Hubbard,Credit Card
2024-05-15,MuP-935015,Novel,Books,11.49,1,11.49,CUST-526164,Bradley,Simmons,Credit Card
2024-05-15,Yfs-350013,Perfume,Health & Beauty,79.1,9,711.9,CUST-271454,Jessica,Johnson,Cash
2024-05-15,Raw-601075,Jeans,Clothing,99.66,7,697.62,CUST-604949,Wendy,Barker,Debit Card
2024-05-15,CQv-332164,History,Books,45.33,5,226.65,CUST-401172,Brittany,Johnson,Debit Card
2024-05-15,npS-708240,Lamp,Home & Garden,71.44,5,357.2,CUST-413259,Joseph,Waters,Online Payment
2024-05-15,wkn-854696,Action Figure,Toys & Games,62.9,9,566.1,CUST-612456,Ronald,Nixon,Online Payment
2024-05-15,RFZ-557416,Sneakers,Clothing,140.08,6,840.48,CUST-124988,Christopher,Harvey,Cash
2024-05-15,iWh-426613,History,Books,46.4,3,139.2,CUST-576831,Eric,Soto,Online Payment
2024-05-15,JyW-745544,Board Game,Toys & Games,43.25,6,259.5,CUST-947123,Samantha,Torres,Debit Card
2024-05-15,VES-660898,Camera,Electronics,1248.32,1,1248.32,CUST-690959,James,Hayes,Cash
2024-05-15,lzj-500421,Shampoo,Health & Beauty,36.41,3,109.23,CUST-005465,Kristen,Gordon,Credit Card
2024-05-15,PAY-358724,Science Fiction,Books,17.62,8,140.96,CUST-490850,Andre,Jimenez,Cash
2024-05-15,KYK-203700,Novel,Books,15.86,3,47.58,CUST-830738,Dawn,Kaufman,Debit Card
2024-05-15,nZX-611214,Perfume,Health & Beauty,56.57,5,282.85,CUST-172009,David,Stewart,Online Payment
2024-05-15,InX-670701,Dress,Clothing,172.64,7,1208.48,CUST-856504,Nicole,Frey,Online Payment
2024-05-15,MYO-651806,Shampoo,Health & Beauty,41.72,1,41.72,CUST-079261,Patricia,Green,Debit Card
2024-05-15,EAk-559938,Biography,Books,27.69,9,249.21,CUST-151347,Christine,Flores,Debit Card
2024-05-15,LVX-002947,Smartphone,Electronics,309.1,4,1236.4,CUST-959426,Joseph,Lin,Online Payment
2024-05-15,WUj-150878,Camera,Electronics,1472.89,1,1472.89,CUST-870940,Ashley,Rodriguez,Online Payment
2024-05-15,TJB-507583,History,Books,32.07,1,32.07,CUST-144428,Alexandra,Newman,Credit Card
2024-05-15,ARX-993168,Laptop,Electronics,1091.02,6,6546.12,CUST-189339,Erica,Santiago,Credit Card
2024-05-15,MAM-991310,Science Fiction,Books,11.68,5,58.4,CUST-846495,Scott,Jones,Debit Card
2024-05-15,dNx-238405,Perfume,Health & Beauty,167.23,7,1170.61,CUST-969625,Carlos,Bishop,Credit Card
2024-05-15,Uoj-570944,T-shirt,Clothing,37.74,9,339.66,CUST-373291,Anita,Sanchez,Cash
2024-05-15,mej-947315,Skin Cream,Health & Beauty,15.45,9,139.05,CUST-361070,Sandra,Hurst,Credit Card
2024-05-15,aJX-130416,Action Figure,Toys & Games,143.76,8,1150.08,CUST-925051,Eric,Ray,Online Payment
2024-05-15,riX-677238,Smartphone,Electronics,464.16,4,1856.64,CUST-443635,Eric,Allen,Cash
2024-05-15,AvS-135783,Science Fiction,Books,17.76,8,142.08,CUST-482991,Kimberly,Gutierrez,Credit Card
2024-05-15,OXH-973882,Biography,Books,30.43,1,30.43,CUST-365135,Felicia,Brown,Credit Card
2024-05-15,qiy-705265,Chair,Home & Garden,45.45,8,363.6,CUST-097065,Bradley,Wells,Cash
2024-05-15,KJK-873228,Headphones,Electronics,147.38,6,884.28,CUST-399807,Sean,Huynh,Cash
2024-05-15,Hjo-332736,Laptop,Electronics,819.87,7,5739.09,CUST-086710,Donna,Day,Credit Card
2024-05-15,ICN-082597,Dress,Clothing,144.94,9,1304.46,CUST-950485,Kathryn,Tucker,Credit Card
2024-05-15,UfO-130097,Board Game,Toys & Games,17.9,5,89.5,CUST-164379,Deborah,Johnson,Online Payment
2024-05-15,FEl-039525,Puzzle,Toys & Games,13.25,1,13.25,CUST-143571,Kaitlin,Alvarez,Credit Card
2024-05-15,UWf-982201,Action Figure,Toys & Games,116.62,5,583.1,CUST-050445,Ashley,Oneill,Cash
2024-05-15,JqG-984703,Novel,Books,11.05,8,88.4,CUST-300255,Jennifer,Carson,Cash
2024-05-15,Wkj-979751,Lamp,Home & Garden,81.35,2,162.7,CUST-952988,Sara,Mills,Cash
2024-05-15,nKj-194352,Makeup Kit,Health & Beauty,55.53,6,333.18,CUST-183213,James,Russell,Credit Card
2024-05-15,mlK-413761,Headphones,Electronics,206.6,7,1446.2,CUST-426326,John,Garza,Debit Card
2024-05-15,tJK-516278,Camera,Electronics,859.22,2,1718.44,CUST-688752,Shawn,Edwards,Online Payment
2024-05-15,IHt-520106,Makeup Kit,Health & Beauty,49.92,2,99.84,CUST-685306,Cody,Tyler,Debit Card
2024-05-15,kze-702877,Headphones,Electronics,171.79,1,171.79,CUST-444511,Susan,Nelson,Cash
2024-05-15,sIS-814497,Video Game,Toys & Games,58.85,4,235.4,CUST-430522,Kyle,Vazquez,Credit Card
2024-05-15,dBt-798577,Smartphone,Electronics,944.2,8,7553.6,CUST-292810,Kevin,Peters,Credit Card
2024-05-15,nyk-999756,Dress,Clothing,73.75,1,73.75,CUST-297829,Erica,Wiley,Credit Card
2024-05-15,Dpd-239255,Makeup Kit,Health & Beauty,34.85,3,104.55,CUST-449899,Bradley,Martinez,Online Payment
2024-05-15,SPu-427555,Puzzle,Toys & Games,19.58,7,137.06,CUST-616818,Danielle,Jones,Credit Card
2024-05-15,otw-614288,Science Fiction,Books,16.69,9,150.21,CUST-218227,Duane,Kirk,Cash
2024-05-15,TZH-914933,Makeup Kit,Health & Beauty,61.81,4,247.24,CUST-529500,Tony,Walker,Debit Card
2024-05-15,utD-751971,Novel,Books,25.15,7,176.05,CUST-722680,Ronald,Walker,Debit Card
2024-05-15,mJh-528177,Perfume,Health & Beauty,154.79,5,773.95,CUST-964369,Andrew,Young,Credit Card
2024-05-15,gLD-841614,Headphones,Electronics,192.63,7,1348.41,CUST-869366,Amanda,Thompson,Online Payment
2024-05-15,kpD-414485,Skin Cream,Health & Beauty,41.3,7,289.1,CUST-696374,Travis,Doyle,Credit Card
2024-05-15,wFR-913365,Jeans,Clothing,27.66,7,193.62,CUST-988427,Linda,Allen,Online Payment
2024-05-15,tUx-789946,Action Figure,Toys & Games,10.12,1,10.12,CUST-930199,Katie,Ross,Credit Card
2024-05-15,tVC-454347,Skin Cream,Health & Beauty,16.04,9,144.36,CUST-208648,Catherine,Green,Online Payment
2024-05-15,oNj-386898,Camera,Electronics,356.04,1,356.04,CUST-735046,Christopher,Gilmore,Debit Card
2024-05-15,TcY-581228,Cushion,Home & Garden,33.77,3,101.31,CUST-567290,Regina,Stanley,Debit Card
2024-05-15,kGZ-977337,Lamp,Home & Garden,26.84,8,214.72,CUST-273367,Aaron,Fowler,Cash
2024-05-15,yeL-123540,Headphones,Electronics,100.15,8,801.2,CUST-600609,Richard,Browning,Online Payment
2024-05-15,JRr-626844,Jeans,Clothing,45.47,4,181.88,CUST-304193,James,Evans,Online Payment
2024-05-15,DBD-045468,Laptop,Electronics,690.09,4,2760.36,CUST-071727,Pamela,King,Debit Card
2024-05-15,okv-637497,Puzzle,Toys & Games,43.68,9,393.12,CUST-149651,Aaron,Walters,Cash
2024-05-15,YIQ-736009,Perfume,Health & Beauty,48.12,9,433.08,CUST-109128,Alexis,Nelson,Credit Card
2024-05-15,OdW-643166,Sneakers,Clothing,171.08,7,1197.56,CUST-082474,Dylan,Harris,Cash
2024-05-15,FmA-892783,Perfume,Health & Beauty,79.42,9,714.78,CUST-599804,Andrew,Williams,Debit Card
2024-05-15,vJR-775771,T-shirt,Clothing,40.7,7,284.9,CUST-429061,Mark,Hopkins,Debit Card
2024-05-15,nnU-875648,T-shirt,Clothing,43.23,4,172.92,CUST-449513,Jack,Frank,Debit Card
2024-05-15,Miy-580112,Dress,Clothing,39.83,3,119.49,CUST-398982,Melissa,Gonzalez,Cash
2024-05-15,kMG-337918,Novel,Books,11.97,8,95.76,CUST-522656,Martin,Jensen,Debit Card
2024-05-15,Uwj-275317,Novel,Books,19.35,5,96.75,CUST-099037,Todd,Berry,Debit Card
2024-05-15,lpi-449891,Smartphone,Electronics,590.56,2,1181.12,CUST-100418,Anne,Norman,Credit Card
2024-05-15,eeW-290259,Shampoo,Health & Beauty,25.79,7,180.53,CUST-420436,Amber,Gomez,Online Payment
2024-05-15,CiL-768740,Novel,Books,13.11,7,91.77,CUST-876483,Audrey,Everett,Credit Card
2024-05-15,vqX-289169,Puzzle,Toys & Games,34.22,8,273.76,CUST-583618,Shelley,Brooks,Cash
